Lead	City	Current Category	Make	Model	Variant	Make Year	Fuel Type	Transmission Type	Mileage	Ownership	Procurement Price
24517599	Delhi	budget	Maruti Suzuki	Swift Dzire	VXI	2016	petrol	manual	28638	1	255000
24596558	Bangalore	budget	Renault	Kwid	RXT	2015	petrol	manual	53079	1	191000
24445705	Lucknow	assured	Tata	Tiago	Revotron XZ	2017	petrol	manual	52550	1	210000
24604007	Hyderabad	assured	Maruti Suzuki	Celerio	VXi	2017	petrol	manual	41365	1	280000
24455066	Chennai	assured	Kia	Seltos	HTX IVT 1.5	2021	petrol	automatic	69141	1	915000
12497905	Kochi	auction	Hyundai	Xcent	S Petrol	2014	petrol	manual	63444	1	240000
22077965	Chennai	assured	Hyundai	Creta	S Plus 1.5 Petrol Knight	2023	petrol	manual	47558	1	1045000
22313197	Chennai	assured	Hyundai	Creta N-Line	N10 1.5 Turbo DCT	2024	petrol	automatic	6684	1	1770000
22360490	Lucknow	assured	Hyundai	Elite i20	Magna Plus 1.2	2020	petrol	manual	34570	1	416396
22094630	Delhi	assured	Mahindra	Thar	LX Hard Top Petrol AT 4WD	2021	petrol	automatic	45793	1	1043000
22472288	Chennai	budget	Maruti Suzuki	Ciaz	Alpha 1.5	2021	petrol	manual	107685	1	580000
21167735	Delhi	budget	Maruti Suzuki	Swift	LXI (O)	2016	petrol	manual	96184	1	255000
21074221	Hyderabad	assured	Skoda	Kushaq	Style 1.0L TSI AT (6 Airbags)	2022	petrol	automatic	33826	1	1130000
24980693	Delhi	assured	Skoda	Slavia	Style 1.5L TSI DSG	2022	petrol	automatic	47169	1	1030000
23331545	Hyderabad	assured	MG Motors	Hector	Sharp 1.5 Petrol CVT	2021	petrol	automatic	42827	1	1130000
23414951	Ahmedabad	budget	Maruti Suzuki	Baleno	Alpha 1.2	2017	petrol	manual	117232	1	343000
23662023	Lucknow	assured	Maruti Suzuki	Ciaz	Zeta 1.5 AT	2025	petrol	automatic	1213	1	945000
23594780	Bangalore	budget	Kia	Seltos	HTX 1.5	2021	petrol	manual	59875	2	825000
24012334	Kochi	budget	Hyundai	Eon	1.0 Kappa Magna +	2015	petrol	manual	72150	2	155000
23775756	Chennai	assured	Hyundai	Venue	SX 1.5 CRDi	2022	diesel	manual	56577	1	874000
24605998	Bangalore	budget	Hyundai	i20	Sportz 1.4 CRDI	2012	diesel	manual	70486	3	230000
24622340	Kolkata	budget	Hyundai	Grand i10	Magna 1.2 Kappa VTVT	2016	petrol	manual	94805	1	210000
24468188	Pune	budget	Maruti Suzuki	Vitara Brezza	VDi AGS	2020	diesel	automatic	89744	1	650000
24331051	Pune	budget	Hyundai	i20 Active	1.4 S	2015	diesel	manual	113322	2	295000
24530734	Coimbatore	assured	Ford	Freestyle	Titanium Plus 1.5 TDCi	2020	diesel	manual	40929	1	590000
23698955	Pune	budget	Maruti Suzuki	Wagon R 1.0	VXi	2012	petrol	manual	72302	1	183000
23765128	Bangalore	assured	Renault	Triber	RXZ EASY-R AMT	2022	petrol	automatic	52550	1	548000
23534342	Delhi	assured	Kia	Carens	Luxury Plus 1.4 Petrol DCT 6 STR	2022	petrol	automatic	54992	1	1176000
23985284	Pune	budget	Honda	BR-V	V Petrol+cng(outside fitted)	2016	cng	manual	81688	2	421000
24163443	Delhi	budget	Hyundai	Grand i10 Nios	Sportz 1.2 Kappa VTVT CNG	2022	cng	manual	52766	1	463600
24059909	Mumbai	assured	Maruti Suzuki	S-Cross	Zeta 1.3	2019	diesel	manual	53034	1	626000
23442244	Lucknow	assured	Tata	Nexon	Creative Plus S 1.2 Revotron Petrol 6MT DT	2023	petrol	manual	10806	1	734000
23747012	Mumbai	budget	Honda	City	VX	2015	petrol	manual	72492	1	360000
23536756	Delhi	budget	Ford	Figo Aspire	Titanium 1.2 Ti-VCT	2016	petrol	manual	48048	2	265000
23383155	Hyderabad	assured	Honda	City	V CVT Petrol	2021	petrol	automatic	33843	1	855000
23690053	Visakhapatnam	budget	Mahindra	XUV700	AX 5 Petrol AT 5 STR	2022	petrol	automatic	113039	1	1100000
24065032	Delhi	budget	Hyundai	Santro	Sportz CNG	2019	cng	manual	91089	1	285300
23949889	Pune	budget	Hyundai	Santro	Sportz CNG	2019	cng	manual	42148	1	351000
23978579	Chennai	budget	Datsun	Redi-GO	S 1.0 AMT	2019	petrol	automatic	48958	1	205000
23949244	Bangalore	budget	Nissan	Micra Active	XL (O)	2018	petrol	manual	93175	2	230000
22044535	Hyderabad	assured	Maruti Suzuki	Swift	VDi ABS	2016	diesel	manual	61195	1	411000
23480407	Hyderabad	budget	Maruti Suzuki	Swift	ZDi AMT	2019	diesel	automatic	83893	1	560000
24174558	Mumbai	assured	Tata	Altroz	XZ Plus Petrol	2021	petrol	manual	29869	1	515000
23807537	Hyderabad	assured	Kia	Seltos	GTX Plus 1.4 DCT	2022	petrol	automatic	30184	1	1300000
24027447	Delhi	assured	Maruti Suzuki	Baleno	Delta 1.2	2017	petrol	manual	22841	1	352000
22659588	Pune	budget	Honda	City	VX	2015	petrol	manual	44010	2	425000
21170841	Ahmedabad	budget	Hyundai	Creta	1.6 SX AT VTVT	2019	petrol	automatic	90381	1	703000
21139578	Chennai	assured	Hyundai	Venue	SX (O) 1.0 Turbo iMT	2022	petrol	manual	16623	1	981000
24867981	Bangalore	budget	Honda	City	V Petrol+cng (Outside Fitted)	2022	cng	manual	27785	1	860000
24815770	Kochi	assured	Honda	City	ZX Petrol	2022	petrol	manual	20763	1	981000
24594910	Pune	assured	Tata	Nano	Twist XT	2014	petrol	manual	21564	1	100000
24486413	Kolkata	assured	Maruti Suzuki	S-Presso	VXi	2024	petrol	manual	2422	1	363000
24316550	Delhi	assured	Tata	Nexon	XZA Plus (O)	2021	petrol	automatic	65935	1	595000
24620125	Delhi	budget	Renault	Kwid	RXT Opt	2016	petrol	manual	33501	1	166000
21888971	Bangalore	assured	Maruti Suzuki	Swift	LXI (O)	2015	petrol	manual	56164	1	245000
21736400	Delhi	budget	Hyundai	Creta	1.6 SX Plus Petrol	2016	petrol	manual	94413	1	495000
21968460	Ahmedabad	assured	Hyundai	Grand i10	Sportz (O) 1.2 Kappa VTVT	2017	petrol	manual	88800	1	300000
15132105	Pune	assured	Mahindra	XUV500	W5	2021	diesel	manual	53914	1	990000
22291389	Visakhapatnam	assured	Tata	Tiago	Revotron XM	2017	petrol	manual	71590	1	261000
21994951	Hyderabad	assured	Maruti Suzuki	Grand Vitara	Delta Smart Hybrid AT	2023	petrol	automatic	30529	1	1052000
20754294	Jaipur	budget	Hyundai	Grand i10	Sportz 1.2 Kappa VTVT	2019	petrol	manual	37342	1	414000
20839607	Jaipur	assured	Skoda	Kushaq	Ambition 1.0L TSI MT	2022	petrol	manual	24640	1	860000
20329710	Delhi	budget	Maruti Suzuki	XL6	Alpha AT Petrol	2020	petrol	automatic	102932	1	702000
24164044	Pune	assured	Mahindra	Thar	LX Hard Top Petrol MT 4WD	2022	petrol	manual	34106	1	1005000
23612827	Lucknow	budget	Maruti Suzuki	Wagon R	VXI	2014	petrol	manual	62117	1	158000
23410466	Jaipur	assured	Hyundai	Grand i10 Nios	Sportz 1.2 Kappa VTVT	2021	petrol	manual	45201	1	425000
23315624	Chennai	budget	Maruti Suzuki	Baleno	Delta 1.2	2018	petrol	manual	103437	1	430000
24001167	Delhi	assured	Hyundai	Eon	Era +	2016	petrol	manual	39873	1	170000
24164551	Kolkata	budget	Toyota	Etios	G	2013	petrol	manual	24581	1	205000
24096944	Ahmedabad	assured	Nissan	Micra	XV CVT	2016	petrol	automatic	65718	1	253000
23253537	Bangalore	assured	Kia	Carens	Luxury Plus 1.4 Petrol 6 STR	2022	petrol	manual	21489	1	1345000
23250528	Bangalore	budget	Maruti Suzuki	Swift Dzire	ZDI AMT	2016	diesel	automatic	76913	3	397000
25155464	Chennai	assured	Honda	City	V Petrol	2020	petrol	manual	45507	1	675000
24455139	Bangalore	budget	Maruti Suzuki	Wagon R 1.0	VXI AMT	2017	petrol	automatic	39273	3	300000
24488308	Delhi	assured	Maruti Suzuki	Wagon R 1.0	VXI AMT	2016	petrol	automatic	59368	1	225000
24572974	Mumbai	assured	Maruti Suzuki	Baleno	Alpha 1.2 AT	2018	petrol	automatic	51284	1	455000
24368145	Delhi	assured	Maruti Suzuki	Baleno	Alpha 1.2	2017	petrol	manual	30966	1	365000
24228720	Chennai	budget	Maruti Suzuki	Wagon R	VXI	2017	petrol	manual	96643	1	260000
24282944	Pune	assured	Renault	Kwid	RXT	2016	petrol	manual	62922	1	181000
23237253	Pune	assured	Mahindra	Thar	LX Hard Top Diesel AT 4WD	2022	diesel	automatic	57761	1	1192000
24210005	Hyderabad	budget	Hyundai	Elite i20	Asta 1.2	2015	petrol	manual	100937	2	369000
24629341	Ahmedabad	assured	Hyundai	Grand i10	Asta AT 1.2 Kappa VTVT	2016	petrol	automatic	38151	1	346000
24406560	Hyderabad	assured	Toyota	Glanza	V	2025	petrol	manual	5106	1	800000
24242609	Kolkata	budget	Honda	Amaze	1.2 S i-VTEC	2015	petrol	manual	77641	1	180000
24374361	Chandigarh	assured	Maruti Suzuki	Brezza	ZXi	2023	petrol	manual	25803	1	770000
25037374	Mumbai	assured	Renault	Triber	RXZ EASY-R AMT	2021	petrol	automatic	15473	1	470000
24230565	Mumbai	budget	Hyundai	Creta	1.6L SX VTVT	2015	petrol	manual	40293	2	450000
24307340	Mumbai	assured	Maruti Suzuki	Swift	VXi	2021	petrol	manual	12286	1	440000
24408782	Delhi	assured	Hyundai	Venue	SX Plus 1.0 Turbo DCT	2020	petrol	automatic	73789	1	593000
24532973	Delhi	budget	Maruti Suzuki	Wagon R	LXI CNG	2017	cng	manual	75334	1	243000
24793270	Mumbai	budget	Maruti Suzuki	Ertiga	Vxi	2013	petrol	manual	90617	3	235000
24786709	Bangalore	assured	Tata	Nano	Twist XTA	2016	petrol	automatic	22121	2	165000
24871475	Hyderabad	assured	Maruti Suzuki	Wagon R	ZXI Plus 1.2 AGS	2022	petrol	automatic	28717	1	490000
20635091	Delhi	assured	Hyundai	Venue	S 1.0 Turbo DCT	2020	petrol	automatic	52193	1	612000
25173715	Bangalore	assured	Hyundai	Grand i10	Sportz 1.2 Kappa VTVT	2015	petrol	manual	32916	1	360000
16109400	Delhi	assured	Toyota	Glanza	V	2021	petrol	manual	32952	1	595000
22585435	Bangalore	assured	Ford	EcoSport	Titanium + 1.5L Ti-VCT	2018	petrol	manual	69604	1	607000
21860044	Bangalore	assured	Volkswagen	Polo	Highline1.5L (D)	2015	diesel	manual	83635	1	416000
13682547	Delhi	assured	Kia	Sonet	HTX Plus 1.0 iMT	2021	petrol	manual	50178	1	937500
25128069	Bangalore	budget	Hyundai	Grand i10	Sportz 1.2 Kappa VTVT	2014	petrol	manual	109494	2	247000
21066389	Lucknow	assured	Maruti Suzuki	Grand Vitara	Zeta Plus Intelligent Hybrid eCVT	2022	hybrid	automatic	37429	1	1400000
24732940	Bangalore	assured	Volkswagen	Virtus	Highline 1.0 TSI AT	2022	petrol	automatic	25960	1	952000
24912289	Hyderabad	assured	Hyundai	Venue	SX 1.2 Petrol	2022	petrol	manual	15616	1	780000
24837071	Pune	assured	Skoda	Rapid	1.6 MPI Ambition	2015	petrol	manual	86077	2	274000
24687938	Mumbai	assured	Honda	Amaze	VX CVT 1.2 Petrol	2022	petrol	automatic	35740	1	640000
24701507	Bangalore	assured	Hyundai	Creta	1.6 SX Plus Auto Petrol	2018	petrol	automatic	89207	2	680000
24656768	Ahmedabad	budget	Maruti Suzuki	Vitara Brezza	ZDi Plus	2019	diesel	manual	82435	1	585000
22489656	Mumbai	budget	Maruti Suzuki	Wagon R	LXI CNG	2014	cng	manual	79366	3	190000
21744763	Lucknow	luxury	Toyota	Fortuner	2.8 4x2 AT	2019	diesel	automatic	49703	1	2376000
23360888	Delhi	assured	Hyundai	Grand i10 Nios	Sportz 1.2 Kappa VTVT CNG	2022	cng	manual	31213	1	553000
24153078	Lucknow	budget	Tata	Punch	Creative Dual Tone	2022	petrol	manual	47561	2	463000
23853021	Delhi	budget	Honda	Jazz	V Petrol	2016	petrol	manual	118887	1	253000
24167228	Delhi	budget	Tata	Tiago	Revotron XZ Plus	2019	petrol	manual	75163	2	235000
23593541	Mumbai	budget	Honda	City	VX CVT	2015	petrol	automatic	76963	2	370000
23361705	Jaipur	assured	Hyundai	i10	Sportz 1.1 iRDE2	2014	petrol	manual	39149	1	235000
23398962	Bangalore	assured	Tata	Tiago	Revotron XTA	2017	petrol	automatic	84048	1	340000
24190833	Kolkata	assured	Tata	Nexon	XZA Plus AMT Diesel S	2020	diesel	automatic	63588	1	609000
19904966	Hyderabad	budget	Maruti Suzuki	Vitara Brezza	ZDi AGS	2018	diesel	automatic	124896	1	641000
19981324	Bangalore	budget	Maruti Suzuki	Baleno	Zeta AT Petrol	2017	petrol	automatic	105094	2	405000
25173758	Hyderabad	budget	Hyundai	i10	Sportz 1.2 Kappa2	2011	petrol	manual	18882	1	165000
25155343	Delhi	assured	Tata	Altroz	XZ Plus i-Turbo Petrol	2021	petrol	manual	36007	1	500000
21983157	Hyderabad	assured	Maruti Suzuki	Brezza	Zxi Plus Dual Tone	2023	petrol	manual	35699	1	1035000
24755746	Bangalore	assured	Maruti Suzuki	Alto K10	VXi	2015	petrol	manual	43817	1	237000
24829116	Hyderabad	assured	Ford	Freestyle	Titanium Plus 1.2 Ti-VCT	2021	petrol	manual	49001	1	458000
24808317	Chennai	assured	Renault	Kwid	RXT 1.0 AMT Opt	2021	petrol	automatic	4967	2	321000
16360782	Delhi	budget	Hyundai	Grand i10	Sportz 1.2 Kappa VTVT CNG (Outside Fitted)	2019	cng	manual	100111	1	370000
22061681	Ahmedabad	assured	Maruti Suzuki	Ciaz	Alpha 1.5 AT	2024	petrol	automatic	32339	1	827000
21431669	Ahmedabad	assured	Hyundai	Elite i20	Sportz Plus 1.2	2019	petrol	manual	58039	1	461000
21431522	Chennai	assured	Mahindra	Scorpio N	Z8 L Petrol AT 7 STR	2022	petrol	automatic	71309	1	1650000
21519587	Mumbai	budget	Skoda	Octavia	1.8 TSI AT L K	2018	petrol	automatic	99999	1	835000
24578983	Pune	assured	Hyundai	Elite i20	Asta 1.2	2015	petrol	manual	79356	1	365000
24339453	Kolkata	assured	Hyundai	Santro	Sportz	2019	petrol	manual	43439	1	312000
24292501	Pune	assured	Maruti Suzuki	Wagon R	VXI	2015	petrol	manual	62200	1	240000
24486527	Bangalore	assured	Mahindra	Thar	LX Hard Top Petrol AT 4WD	2022	petrol	automatic	25190	2	1055000
23520296	Bangalore	budget	Hyundai	Verna	Fluidic 1.6 CRDi SX Opt AT	2014	diesel	automatic	26067	2	475000
23759720	Mumbai	assured	Volkswagen	Vento	Highline Plus 1.0L TSI Automatic	2022	petrol	automatic	25551	2	860000
23313781	Delhi	budget	Maruti Suzuki	Wagon R	LXI	2015	petrol	manual	59165	2	190000
23954258	Hyderabad	budget	Maruti Suzuki	Wagon R	ZXI Plus 1.2 AGS	2023	petrol	automatic	41798	2	498000
23770224	Pune	assured	Toyota	Urban Cruiser	High Grade MT	2021	petrol	manual	37383	1	662000
24003122	Delhi	assured	Hyundai	Grand i10 Nios	Asta 1.2 Kappa VTVT	2023	petrol	manual	1244	1	557000
23994509	Bangalore	assured	Maruti Suzuki	Baleno	Alpha 1.2 AT	2018	petrol	automatic	54054	2	500000
23990638	Bangalore	auction	Maruti Suzuki	Alto K10	VXi	2017	petrol	manual	37382	1	286000
22785538	Hyderabad	budget	Honda	Amaze	1.2 VX i-VTEC	2013	petrol	manual	113919	2	250000
22688836	Ahmedabad	budget	Mahindra	XUV700	AX 5 Diesel AT 5 STR	2023	diesel	automatic	101283	1	1400000
22856453	Delhi	budget	Renault	Triber	RXZ EASY-R AMT	2020	petrol	automatic	52810	1	355000
18646159	Chennai	assured	Toyota	Etios	VD	2016	diesel	manual	80808	1	631000
529041	Bangalore	auction	Tata	Tiago	Revotron XZ	2017	petrol	manual	80131	1	405000
25045560	Pune	budget	Tata	Zest	XT Petrol	2014	petrol	manual	105913	1	200000
24999731	Bangalore	budget	Tata	Tiago	Revotron XZ	2016	petrol	manual	53726	2	295000
24986473	Mumbai	assured	Honda	City	V	2015	petrol	manual	87176	1	330000
23262766	Delhi	assured	Toyota	Innova Crysta	ZX 2.7 AT 7 STR	2022	petrol	automatic	23012	1	1582500
24168004	Coimbatore	assured	Datsun	Redi-GO	A	2018	petrol	manual	64446	1	156000
23451620	Hyderabad	assured	MG Motors	Astor	Sharp 1.5 CVT Old Generation	2022	petrol	automatic	61885	1	950000
23751256	Delhi	budget	Honda	Amaze	1.2 SX i-VTEC	2014	petrol	manual	66437	1	200000
23766471	Lucknow	budget	Kia	Seltos	GTX Plus DCT 1.4	2020	petrol	automatic	74891	2	789000
24186201	Hyderabad	budget	Honda	City	SV Diesel	2015	diesel	manual	95890	1	384000
24142174	Visakhapatnam	assured	Hyundai	Santro	Magna	2019	petrol	manual	46203	1	316000
11917207	Delhi	auction	Renault	Kwid	RXL 1.0 SCE	2020	petrol	manual	22700	1	236000
24444410	Pune	budget	Maruti Suzuki	Wagon R	LXI CNG	2015	cng	manual	56362	1	250000
24547248	Lucknow	budget	Hyundai	Creta	SX (O) AT Diesel	2022	diesel	automatic	63916	1	1220000
24605374	Bangalore	assured	Hyundai	i10	Magna 1.1 iRDE2	2016	petrol	manual	28419	1	300000
24329415	Delhi	assured	Honda	WR-V	VX MT Petrol	2018	petrol	manual	35691	1	410000
24518418	Chennai	assured	Maruti Suzuki	S-Cross	Zeta AT	2021	petrol	automatic	30499	1	701000
24320012	Pune	budget	Hyundai	Eon	Magna	2014	petrol	manual	55867	2	135000
24557061	Delhi	budget	Maruti Suzuki	Swift	ZXi	2021	petrol	manual	68396	1	430000
24271439	Kochi	auction	Tata	Tiago	Wizz Edition Diesel	2017	diesel	manual	138066	2	228000
24445078	Kolkata	budget	Hyundai	Grand i10	Asta 1.2 Kappa VTVT (O)	2014	petrol	manual	40670	2	224000
24606772	Hyderabad	auction	Tata	Hexa	XTA 4x2 6 STR	2017	diesel	automatic	145819	2	630000
24384082	Hyderabad	assured	Hyundai	Verna	SX 1.5 Turbo Petrol MT	2023	petrol	manual	42449	1	1060000
24406279	Bangalore	budget	Volkswagen	Ameo	Highline1.2L (P)	2016	petrol	manual	86497	3	300000
24607466	Bangalore	budget	Ford	Figo	Duratorq Diesel EXI 1.4	2012	diesel	manual	73972	1	149000
24261496	Delhi	assured	Maruti Suzuki	Baleno	Delta	2020	petrol	manual	33272	1	415000
24596278	Pune	budget	Honda	City	VX Petrol	2021	petrol	manual	26646	2	762000
24418688	Hyderabad	budget	Hyundai	Venue	SX 1.0 Turbo	2022	petrol	manual	67234	1	655000
25106410	Delhi	auction	Maruti Suzuki	Alto K10	VXI AMT (O)	2017	petrol	automatic	99040	1	204000
25198516	Delhi	budget	Maruti Suzuki	Swift	Lxi (O)	2016	petrol	manual	31715	1	235000
22815044	Lucknow	auction	Datsun	GO	T	2016	petrol	manual	126210	1	95000
22823133	Bangalore	assured	Kia	Seltos	GTX Plus 1.5 Diesel AT	2023	diesel	automatic	35607	1	1605000
22595080	Delhi	budget	Maruti Suzuki	Ciaz	VXi+	2015	petrol	manual	107119	1	256000
21389389	Bangalore	assured	Maruti Suzuki	Grand Vitara	Alpha Smart Hybrid	2023	petrol	manual	29316	1	1300000
21400226	Mumbai	auction	Hyundai	Creta	1.6 SX Plus	2016	diesel	manual	101699	1	680000
24329099	Mumbai	auction	Hyundai	i10	Magna 1.2	2010	petrol	manual	132364	1	75000
24391578	Bangalore	budget	Hyundai	i10	Era 1.1 iRDE2	2011	petrol	manual	59300	1	166000
24277767	Delhi	luxury	BMW	3 Series	320i Luxury Line	2017	petrol	automatic	28988	1	1575000
24201573	Pune	auction	Maruti Suzuki	Swift Dzire	VXI	2013	petrol	manual	159011	1	250000
24556307	Delhi	auction	Hyundai	i20	Magna (O) 1.2	2012	petrol	manual	57006	1	130000
24253821	Lucknow	budget	Maruti Suzuki	S-Cross	Zeta	2022	petrol	manual	54261	1	615000
24367328	Coimbatore	assured	Tata	Altroz	XZ iCNG	2023	cng	manual	32204	1	590000
24537682	Lucknow	budget	Maruti Suzuki	Alto 800	VXi	2019	petrol	manual	43199	1	193000
24591685	Bangalore	budget	Honda	Brio	VX MT	2014	petrol	manual	70242	2	255000
24443119	Pune	auction	Volkswagen	Vento	TSI	2014	petrol	automatic	80028	3	200000
20565656	Delhi	auction	Volkswagen	Polo	Comfortline 1.2L (P)	2011	petrol	manual	112314	1	105000
25188880	Ahmedabad	assured	Hyundai	Grand i10	Magna 1.2 Kappa VTVT	2018	petrol	manual	44171	2	302000
22237064	Mumbai	auction	Ford	EcoSport	Titanium 1.5L TDCi	2017	diesel	manual	64882	1	485000
23160475	Delhi	budget	Hyundai	Grand i10	Asta 1.2 Kappa VTVT (O)	2013	petrol	manual	40347	2	190000
18666221	Lucknow	assured	Hyundai	New Santro 1.1	Sportz MT	2022	petrol	manual	31424	1	380000
23753868	Mumbai	assured	Kia	Seltos	HTX 1.5	2021	petrol	manual	11753	1	989000
23668375	Bangalore	assured	Kia	Seltos	GTX Plus 1.4	2020	petrol	manual	61898	1	1075000
23400122	Hyderabad	auction	Mahindra	XUV500	W8	2016	diesel	manual	153651	2	473000
24151033	Lucknow	assured	Renault	Kwid	RXT 1.0 SCE Edition	2018	petrol	manual	47676	1	200000
23805543	Chennai	auction	Hyundai	Verna	Fluidic 1.6 CRDi SX	2011	diesel	manual	61170	2	226000
23845753	Hyderabad	assured	Hyundai	Elite i20	Asta 1.2	2016	petrol	manual	38657	1	440000
23872540	Delhi	luxury	BMW	X1	sDrive20i xLine	2022	petrol	automatic	59093	1	2325000
23950682	Delhi	auction	Maruti Suzuki	Wagon R	LXi	2011	petrol	manual	64391	2	85000
23832252	Delhi	assured	Maruti Suzuki	Wagon R	VXI 1.0	2022	petrol	manual	5616	1	410000
23821997	Delhi	assured	Kia	Carens	Luxury Plus 1.4 Petrol DCT 7 STR	2022	petrol	automatic	67566	1	1150000
24323661	Pune	budget	Honda	Amaze	1.2 S i-VTEC	2014	petrol	manual	98929	1	220000
24545595	Hyderabad	auction	Maruti Suzuki	S-Presso	VXi Plus	2019	petrol	manual	54596	1	212000
24330547	Delhi	auction	Mahindra	XUV500	W8	2012	diesel	manual	82362	2	125000
24290589	Bangalore	assured	Hyundai	Elite i20	Asta 1.2	2017	petrol	manual	54831	1	488000
24508906	Lucknow	budget	Tata	Nexon	XZ Plus Dual Tone Roof Diesel	2018	diesel	manual	110907	1	375000
23168739	Lucknow	auction	Hyundai	Eon	Era +  CNG (Outside Fitted)	2014	cng	manual	82204	2	130000
21679962	Ahmedabad	budget	Maruti Suzuki	Baleno	Alpha Automatic	2022	petrol	automatic	64042	1	559000
24906344	Delhi	budget	Tata	Tiago	XT CNG (Outside Fitted)	2017	cng	manual	78523	1	224000
25045720	Mumbai	auction	Maruti Suzuki	Ignis	Zeta 1.2 AMT	2017	petrol	automatic	52457	2	240000
24998013	Mumbai	assured	Hyundai	Venue	SX 1.2 Petrol	2023	petrol	manual	12522	1	805000
25042152	Mumbai	assured	Maruti Suzuki	Baleno	Alpha AGS	2023	petrol	automatic	25479	1	706000
25004449	Ahmedabad	auction	Maruti Suzuki	Vitara Brezza	LXi	2022	petrol	manual	44490	1	505000
25023123	Mumbai	auction	Maruti Suzuki	S-Cross	Alpha 1.3	2019	diesel	manual	73354	1	560000
24963872	Lucknow	auction	Nissan	Terrano	XL D Plus	2016	diesel	manual	77361	1	264500
24635751	Lucknow	budget	Mahindra	KUV100 NXT	K8 6 STR	2017	petrol	manual	34737	2	190000
24834834	Kolkata	auction	Maruti Suzuki	Swift	VXi	2015	petrol	manual	81025	2	198000
24653537	Kolkata	budget	Mahindra	KUV100	K6 D 6 STR	2016	diesel	manual	42398	2	165000
24651500	Mumbai	auction	Skoda	Kodiaq	Style 2.0 TDI 4x4 AT	2017	diesel	automatic	106223	2	950000
24954482	Jaipur	budget	Toyota	Etios Liva	GD	2012	diesel	manual	115080	2	170000
23342555	Delhi	auction	Nissan	Magnite	XE	2021	petrol	manual	29124	1	330000
24181319	Delhi	budget	Maruti Suzuki	Alto 800	VXi	2018	petrol	manual	41978	2	188000
24145952	Kochi	assured	Tata	Nexon	XZA Plus	2021	petrol	automatic	26984	1	580000
23933110	Bangalore	assured	Honda	Jazz	V AT Petrol	2017	petrol	automatic	54361	2	420000
23804610	Delhi	budget	Honda	Amaze	1.2 S MT Petrol	2018	petrol	manual	62020	1	385000
23808317	Jaipur	budget	Hyundai	Xcent	SX	2017	petrol	manual	67464	1	376000
24517437	Bangalore	budget	Maruti Suzuki	Alto 800	LXi	2015	petrol	manual	93685	2	175000
24447253	Bangalore	luxury	Jaguar	XF	Prestige 20T Petrol	2019	petrol	automatic	31663	1	2500000
24563842	Bangalore	budget	Ford	Figo	Duratorq Diesel ZXI 1.4	2012	diesel	manual	80277	3	138200
24628147	Lucknow	assured	Tata	Punch	Creative Dual Tone AMT	2023	petrol	automatic	26070	1	545000
24292751	Delhi	auction	Hyundai	i10	Sportz 1.2 Petrol + CNG (Outside Fitted)	2011	cng	manual	100901	3	34000
24492729	Lucknow	budget	Honda	Amaze	1.2 S i-VTEC	2014	petrol	manual	36323	2	175000
24415763	Delhi	auction	Toyota	Innova Crysta	2.4 Z 7STR	2018	diesel	manual	103904	1	1146000
21994287	Jaipur	budget	Maruti Suzuki	Wagon R 1.0	VXI AMT	2016	petrol	automatic	70372	1	280000
20778764	Delhi	auction	Renault	Kwid	RXT	2016	petrol	manual	92888	1	125000
20880240	Delhi	auction	Maruti Suzuki	Ritz	VXI BS-IV	2010	petrol	manual	46294	1	81000
22693674	Pune	auction	Renault	Kwid	1.0 RXT SCE Opt CNG (Outside Fitted)	2018	cng	manual	172750	2	118000
7416736	Delhi	auction	Tata	Tiago	XZA+ AMT	2021	petrol	automatic	4135	1	573000
20511915	Delhi	budget	Ford	EcoSport	Titanium + 1.5L Ti-VCT AT	2018	petrol	automatic	70233	1	491000
24984892	Pune	assured	Renault	Kiger	RXT MT	2021	petrol	manual	35885	1	405000
24921576	Kolkata	auction	Chevrolet	Beat	PS Petrol	2013	petrol	manual	26365	2	74000
24965698	Delhi	auction	Tata	Tiago	Revotron XZ w/o Alloy	2019	petrol	manual	83336	1	195000
23052768	Bangalore	budget	Hyundai	Grand i10	Sportz (O) 1.2 Kappa VTVT	2017	petrol	manual	65529	1	370000
23211973	Delhi	budget	Nissan	Micra Active	XV	2018	petrol	manual	120819	1	139000
23304948	Delhi	auction	Honda	City	1.5 Corporate MT	2012	petrol	manual	93898	2	141000
22947053	Mumbai	auction	Honda	City	V Petrol+CNG (Outside Fitted)	2011	cng	manual	209669	3	105000
23128317	Bangalore	auction	Hyundai	Verna	Fluidic VTVT 1.6 EX AT	2012	petrol	automatic	105524	2	220000
23239570	Lucknow	assured	Skoda	Slavia	Ambition 1.0L TSI MT	2023	petrol	manual	17460	1	872500
23527156	Delhi	assured	Hyundai	Venue	SX 1.0 Turbo iMT	2021	petrol	manual	43529	1	640000
23502010	Bangalore	budget	Honda	City	ZX CVT Petrol	2018	petrol	automatic	113151	1	616000
23596390	Delhi	budget	Tata	Altroz	XT Petrol	2021	petrol	manual	101574	1	415000
23405252	Hyderabad	assured	Hyundai	Venue	SX 1.5 CRDi	2022	diesel	manual	44657	1	830000
23340458	Coimbatore	auction	Toyota	Qualis	FS B4	2001	diesel	manual	204854	1	220000
23973011	Bangalore	auction	Ford	Ikon	1.3 Flair	2003	petrol	manual	47063	4	40000
24149625	Ahmedabad	budget	Volkswagen	Polo	Highline1.2L (P)	2015	petrol	manual	106848	1	217000
